crash_date_time,person_type,street_no,street_direction,street_name,latitude,longitude,posted_speed_limit,driver_action,injury_classification,driver_vision,pedpedal_action,pedpedal_location,first_crash_type
2022-08-17T17:50:00.000,BICYCLE,1958,N,MILWAUKEE AVE,41.91693959,-87.687828323,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,NO ACTION,IN ROADWAY,PEDALCYCLIST
2022-08-17T07:05:00.000,BICYCLE,2400,W,NORTH AVE,41.910429862,-87.687284221,30,FAILED TO YIELD,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-08-12T17:50:00.000,BICYCLE,1550,N,MILWAUKEE AVE,41.90959687,-87.676471511,30,NONE,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-08-12T15:57:00.000,PEDESTRIAN,2637,W,FULLERTON AVE,41.924730919,-87.693947685,30,FAILED TO YIELD,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-08-12T15:56:00.000,BICYCLE,1600,N,LEAVITT ST,41.910431233,-87.682494789,30,NONE,NONINCAPACITATING INJURY,MOVING VEHICLES,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-08-10T21:18:00.000,BICYCLE,1556,N,MILWAUKEE AVE,41.909702973,-87.676637369,30,NONE,NONINCAPACITATING INJURY,PARKED VEHICLES,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-08-06T14:05:00.000,BICYCLE,1539,N,DAMEN AVE,41.909431231,-87.677289452,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-08-02T20:40:00.000,BICYCLE,2397,N,MILWAUKEE AVE,41.924816741,-87.700234498,30,FOLLOWED TOO CLOSELY,INCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,UNKNOWN/NA,PEDALCYCLIST
2022-07-31T16:30:00.000,BICYCLE,2045,W,NORTH AVE,41.910341326,-87.679282605,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-07-31T13:25:00.000,BICYCLE,2257,N,MILWAUKEE AVE,41.922113666,-87.695840376,30,UNKNOWN,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-07-29T20:32:00.000,BICYCLE,1998,N,CALIFORNIA AVE,41.917396026,-87.697344634,30,,INCAPACITATING INJURY,,WITH TRAFFIC,SHOULDER,PEDALCYCLIST
2022-07-29T16:50:00.000,PEDESTRIAN,1544,W,CHICAGO AVE,41.896193228,-87.666697268,30,FAILED TO YIELD,INCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-07-29T13:00:00.000,PEDESTRIAN,1617,W,CHICAGO AVE,41.895952362,-87.667978682,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-07-29T00:53:00.000,BICYCLE,1392,N,MILWAUKEE AVE,41.907037506,-87.672466091,20,NONE,NO INDICATION OF INJURY,NOT OBSCURED,OTHER ACTION,BIKE LANE,PEDALCYCLIST
2022-07-28T10:17:00.000,BICYCLE,1400,W,DIVISION ST,41.90351744,-87.662691034,25,DISREGARDED CONTROL DEVICES,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDALCYCLIST
2022-07-27T17:20:00.000,BICYCLE,1535,W,DIVISION ST,41.903248153,-87.666533812,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,BIKEWAY,PEDALCYCLIST
2022-07-26T21:40:00.000,BICYCLE,2856,W,FULLERTON AVE,41.924896685,-87.699720244,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,NO ACTION,NOT IN ROADWAY,PEDALCYCLIST
2022-07-26T04:44:00.000,BICYCLE,2000,N,KEDZIE AVE,41.917446172,-87.707116072,30,DISREGARDED CONTROL DEVICES,NONINCAPACITATING INJURY,UNKNOWN,TURNING LEFT,IN ROADWAY,PEDALCYCLIST
2022-07-20T17:31:00.000,PEDESTRIAN,1535,W,DIVISION ST,41.903248153,-87.666533812,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN ROADWAY,PEDESTRIAN
2022-07-13T08:21:00.000,BICYCLE,1426,N,MILWAUKEE AVE,41.907798314,-87.673658835,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,OTHER ACTION,BIKE LANE,PEDALCYCLIST
2022-07-13T07:50:00.000,BICYCLE,2436,N,MILWAUKEE AVE,41.925437644,-87.701714447,30,OTHER,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-07-11T17:15:00.000,BICYCLE,2050,N,MILWAUKEE AVE,41.918511662,-87.69039443,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,NO ACTION,BIKE LANE,PEDALCYCLIST
2022-07-10T20:15:00.000,BICYCLE,2015,W,AUGUSTA BLVD,41.899431126,-87.677805331,35,UNKNOWN,INCAPACITATING INJURY,UNKNOWN,OTHER ACTION,BIKE LANE,PEDALCYCLIST
2022-07-10T01:30:00.000,PEDESTRIAN,3145,W,PALMER BLVD,41.920552158,-87.706988849,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,PEDESTRIAN
2022-07-09T23:37:00.000,PEDESTRIAN,1332,W,DIVISION ST,41.903536788,-87.661859583,35,,NONINCAPACITATING INJURY,,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-07-09T18:50:00.000,PEDESTRIAN,2101,N,CALIFORNIA AVE,41.919646931,-87.697115663,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,NO ACTION,IN CROSSWALK,PEDESTRIAN
2022-07-08T14:37:00.000,BICYCLE,2000,N,MILWAUKEE AVE,41.917496608,-87.688719608,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN ROADWAY,PEDALCYCLIST
2022-07-07T15:24:00.000,BICYCLE,1601,W,DIVISION ST,41.903235815,-87.667554068,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-07-03T21:05:00.000,PEDESTRIAN,1523,W,NORTH AVE,41.910540544,-87.666263647,30,UNKNOWN,"REPORTED, NOT EVIDENT",UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),UNKNOWN/NA,PEDESTRIAN
2022-07-02T07:54:00.000,PEDESTRIAN,1430,N,MILWAUKEE AVE,41.907839763,-87.673723969,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-06-29T19:16:00.000,BICYCLE,1530,N,DAMEN AVE,41.909187572,-87.677576738,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-06-29T03:57:00.000,PEDESTRIAN,1900,N,CALIFORNIA AVE,41.915761023,-87.697295811,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-06-28T08:45:00.000,BICYCLE,1360,N,MILWAUKEE AVE,41.906429121,-87.671514215,30,OTHER,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-06-27T16:05:00.000,PEDESTRIAN,1600,W,NORTH AVE,41.910739124,-87.667755542,30,FAILED TO YIELD,NONINCAPACITATING INJURY,OTHER,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDESTRIAN
2022-06-26T18:23:00.000,BICYCLE,2001,N,MILWAUKEE AVE,41.917666944,-87.688534183,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDALCYCLIST
2022-06-26T18:23:00.000,BICYCLE,2001,N,MILWAUKEE AVE,41.917666944,-87.688534183,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDALCYCLIST
2022-06-26T18:00:00.000,BICYCLE,1333,W,DIVISION ST,41.903317345,-87.661851201,30,FAILED TO YIELD,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-06-25T17:46:00.000,PEDESTRIAN,1237,N,MILWAUKEE AVE,41.904259965,-87.667664756,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2022-06-22T07:40:00.000,BICYCLE,1400,N,MILWAUKEE AVE,41.907258596,-87.67281319,20,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),BIKE LANE,PEDALCYCLIST
2022-06-19T02:24:00.000,PEDESTRIAN,2531,W,FULLERTON AVE,41.924757393,-87.691114178,25,NONE,NONINCAPACITATING INJURY,,OTHER ACTION,IN ROADWAY,PEDESTRIAN
2022-06-17T16:55:00.000,BICYCLE,2400,W,NORTH AVE,41.910429862,-87.687284221,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN ROADWAY,PEDALCYCLIST
2022-06-15T08:30:00.000,PEDESTRIAN,2816,W,DIVERSEY AVE,41.932200171,-87.698418179,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-06-14T16:39:00.000,BICYCLE,1563,N,MILWAUKEE AVE,41.909998759,-87.67664791,30,UNKNOWN,"REPORTED, NOT EVIDENT",OTHER,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-06-13T17:30:00.000,BICYCLE,1732,W,AUGUSTA BLVD,41.899760883,-87.671001294,30,UNKNOWN,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-06-11T18:50:00.000,BICYCLE,1850,W,NORTH AVE,41.910639721,-87.674622497,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-06-08T17:06:00.000,BICYCLE,1251,N,MILWAUKEE AVE,41.904547763,-87.668109871,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-06-07T20:49:00.000,PEDESTRIAN,1588,N,MILWAUKEE AVE,41.910278011,-87.677515948,30,UNKNOWN,"REPORTED, NOT EVIDENT",UNKNOWN,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2022-06-07T18:55:00.000,BICYCLE,2545,W,ARMITAGE AVE,41.917429479,-87.691534747,25,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-06-06T21:03:00.000,PEDESTRIAN,1200,N,ASHLAND AVE,41.903377468,-87.667643142,30,NONE,NO INDICATION OF INJURY,UNKNOWN,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-06-06T16:15:00.000,BICYCLE,1501,N,CAMPBELL AVE,41.908560536,-87.689485371,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,BIKE LANE,PEDALCYCLIST
2022-06-03T21:10:00.000,BICYCLE,2141,N,WESTERN AVE,41.921046602,-87.687375454,30,FAILED TO YIELD,INCAPACITATING INJURY,UNKNOWN,OTHER ACTION,IN ROADWAY,PEDALCYCLIST
2022-06-01T17:42:00.000,BICYCLE,1214,N,DAMEN AVE,41.903723856,-87.67742016,20,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),BIKE LANE,PEDALCYCLIST
2022-05-28T17:12:00.000,BICYCLE,1223,N,WOOD ST,41.904040555,-87.672248422,25,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,IN ROADWAY,PEDALCYCLIST
2022-05-27T23:35:00.000,BICYCLE,1400,N,MAPLEWOOD AVE,41.906719518,-87.690961303,20,WRONG WAY/SIDE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN ROADWAY,PEDALCYCLIST
2022-05-26T15:46:00.000,BICYCLE,1324,N,MILWAUKEE AVE,41.905709569,-87.670390841,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,BIKE LANE,PEDALCYCLIST
2022-05-24T17:15:00.000,BICYCLE,1100,N,WOLCOTT AVE,41.901472678,-87.674915324,30,NONE,NO INDICATION OF INJURY,UNKNOWN,TURNING RIGHT,BIKE LANE,PEDALCYCLIST
2022-05-22T17:40:00.000,BICYCLE,1165,N,MILWAUKEE AVE,41.903005039,-87.665706544,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,NO ACTION,BIKE LANE,PEDALCYCLIST
2022-05-21T16:52:00.000,BICYCLE,1397,N,MILWAUKEE AVE,41.907284115,-87.672400315,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,BIKE LANE,PEDALCYCLIST
2022-05-19T18:30:00.000,BICYCLE,2148,N,MILWAUKEE AVE,41.920182838,-87.693139041,30,OTHER,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-05-16T19:33:00.000,PEDESTRIAN,1559,W,DIVISION ST,41.903237216,-87.66744229,30,OTHER,"REPORTED, NOT EVIDENT",OTHER,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-05-16T16:00:00.000,BICYCLE,2672,W,DIVERSEY AVE,41.932220477,-87.694924514,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,UNKNOWN/NA,PEDALCYCLIST
2022-05-13T13:00:00.000,BICYCLE,1521,N,DAMEN AVE,41.908926932,-87.677273998,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,NO ACTION,BIKE LANE,PEDALCYCLIST
2022-05-13T00:59:00.000,BICYCLE,2419,N,MILWAUKEE AVE,41.925237082,-87.700922742,35,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-05-11T18:20:00.000,BICYCLE,2600,N,WESTERN AVE,41.92866979,-87.687922236,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-05-11T08:00:00.000,BICYCLE,2745,N,SACRAMENTO AVE,41.931573175,-87.702361791,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-05-10T14:30:00.000,PEDESTRIAN,1659,W,CHICAGO AVE,41.895924498,-87.669663839,25,UNKNOWN,FATAL,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,PEDESTRIAN
2022-05-09T13:40:00.000,BICYCLE,2999,W,PALMER BLVD,41.920593784,-87.702180392,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-05-08T15:12:00.000,BICYCLE,2259,W,NORTH AVE,41.910248501,-87.684718794,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,BIKE LANE,PEDALCYCLIST
2022-05-08T00:38:00.000,BICYCLE,1516,N,MILWAUKEE AVE,41.908995615,-87.675531656,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,NO ACTION,BIKEWAY,PEDALCYCLIST
2022-05-07T18:50:00.000,BICYCLE,1756,W,CHICAGO AVE,41.896105731,-87.671947714,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-05-07T18:22:00.000,BICYCLE,1756,W,CHICAGO AVE,41.896105731,-87.671947714,30,NONE,INCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-05-07T13:30:00.000,BICYCLE,1326,N,MILWAUKEE AVE,41.905752599,-87.670459497,30,NONE,NO INDICATION OF INJURY,UNKNOWN,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-05-06T09:30:00.000,BICYCLE,2092,N,MILWAUKEE AVE,41.919229751,-87.69157059,30,OTHER,NO INDICATION OF INJURY,NOT OBSCURED,OTHER ACTION,BIKE LANE,PEDALCYCLIST
2022-05-05T19:45:00.000,PEDESTRIAN,2100,W,DIVISION ST,41.903254515,-87.679825045,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-05-03T05:21:00.000,PEDESTRIAN,2800,W,LOGAN BLVD,41.928574981,-87.697578354,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDESTRIAN
2022-05-02T17:55:00.000,BICYCLE,1332,N,MILWAUKEE AVE,41.90588472,-87.670665085,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-04-30T13:30:00.000,BICYCLE,1000,N,DAMEN AVE,41.899594831,-87.677303736,30,OTHER,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,BIKE LANE,PEDALCYCLIST
2022-04-22T18:01:00.000,PEDESTRIAN,1214,N,MILWAUKEE AVE,41.903626316,-87.667131138,35,NONE,NONINCAPACITATING INJURY,OTHER,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-04-21T13:50:00.000,BICYCLE,1576,N,MILWAUKEE AVE,41.910059843,-87.677191234,30,,NONINCAPACITATING INJURY,NOT OBSCURED,OTHER ACTION,IN ROADWAY,PEDALCYCLIST
2022-04-19T23:05:00.000,BICYCLE,959,N,DAMEN AVE,41.899508479,-87.677007411,30,NONE,"REPORTED, NOT EVIDENT",UNKNOWN,STANDING IN ROADWAY,IN ROADWAY,PEDALCYCLIST
2022-04-14T22:13:00.000,BICYCLE,1951,N,WESTERN AVE,41.917103631,-87.687248767,25,IMPROPER LANE CHANGE,INCAPACITATING INJURY,UNKNOWN,TURNING RIGHT,IN ROADWAY,PEDALCYCLIST
2022-04-08T14:34:00.000,PEDESTRIAN,1401,N,WESTERN AVE,41.906759834,-87.686978873,30,,INCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-03-24T12:31:00.000,BICYCLE,1000,N,DAMEN AVE,41.899594831,-87.677303736,30,DISREGARDED CONTROL DEVICES,"REPORTED, NOT EVIDENT",NOT OBSCURED,WITH TRAFFIC,BIKE LANE,PEDALCYCLIST
2022-03-19T12:30:00.000,PEDESTRIAN,2062,N,MILWAUKEE AVE,41.918700697,-87.690702926,30,OTHER,"REPORTED, NOT EVIDENT",PARKED VEHICLES,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-03-14T21:30:00.000,PEDESTRIAN,2801,W,FULLERTON AVE,41.924696904,-87.697471842,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-03-12T21:56:00.000,PEDESTRIAN,2040,N,MILWAUKEE AVE,41.918354397,-87.690137328,30,UNKNOWN,"REPORTED, NOT EVIDENT",UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),UNKNOWN/NA,PEDESTRIAN
2022-03-08T13:10:00.000,PEDESTRIAN,2001,W,DIVISION ST,41.903079317,-87.677376575,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-03-05T17:57:00.000,PEDESTRIAN,2130,N,CALIFORNIA AVE,41.920529226,-87.697434787,30,NONE,NONINCAPACITATING INJURY,,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-02-18T19:25:00.000,PEDESTRIAN,1230,N,MILWAUKEE AVE,41.904011656,-87.667729409,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2022-02-13T20:16:00.000,PEDESTRIAN,2000,W,AUGUSTA BLVD,41.899659372,-87.677280767,30,,NONINCAPACITATING INJURY,,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-02-12T15:00:00.000,BICYCLE,1566,N,MILWAUKEE AVE,41.909879819,-87.676913798,30,UNKNOWN,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2022-02-09T18:15:00.000,PEDESTRIAN,2175,N,CALIFORNIA AVE,41.921591285,-87.6971705,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-01-29T14:20:00.000,PEDESTRIAN,2401,W,ARMITAGE AVE,41.917457798,-87.687468704,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-01-22T17:25:00.000,BICYCLE,2800,N,CALIFORNIA AVE,41.932120719,-87.6977653,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2022-01-21T14:05:00.000,BICYCLE,1537,W,DIVISION ST,41.903247442,-87.666609574,35,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,UNKNOWN/NA,IN ROADWAY,PEDALCYCLIST
2022-01-20T07:20:00.000,PEDESTRIAN,2400,W,HIRSCH ST,41.90677579,-87.687186549,30,,"REPORTED, NOT EVIDENT",,WITH TRAFFIC,IN CROSSWALK,PEDESTRIAN
2022-01-18T14:30:00.000,PEDESTRIAN,958,N,DAMEN AVE,41.899503896,-87.677301195,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2022-01-18T08:35:00.000,PEDESTRIAN,499,N,ASHLAND AVE,41.89095854,-87.666995274,25,NONE,INCAPACITATING INJURY,OTHER,CROSSING - AGAINST SIGNAL,IN ROADWAY,PEDESTRIAN
2022-01-16T17:45:00.000,PEDESTRIAN,1604,W,CHICAGO AVE,41.89617941,-87.667525445,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - CONTROLS PRESENT (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2022-01-12T23:10:00.000,PEDESTRIAN,1800,W,NORTH AVE,41.910670457,-87.672639081,20,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2022-01-12T16:40:00.000,PEDESTRIAN,1356,N,WESTERN AVE,41.906516599,-87.687266658,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2021-12-22T18:35:00.000,BICYCLE,1446,N,PAULINA ST,41.908289342,-87.670215091,30,UNKNOWN,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2021-12-20T15:36:00.000,BICYCLE,3002,W,LOGAN BLVD,41.928532772,-87.702562154,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN ROADWAY,PEDALCYCLIST
2021-12-14T15:00:00.000,BICYCLE,2854,W,FULLERTON AVE,41.924897682,-87.699635198,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
2021-12-13T13:40:00.000,PEDESTRIAN,1425,N,DAMEN AVE,41.907952248,-87.677249238,30,UNKNOWN,NO INDICATION OF INJURY,UNKNOWN,UNKNOWN/NA,IN CROSSWALK,PEDESTRIAN
2021-12-08T08:45:00.000,PEDESTRIAN,1502,N,PAULINA ST,41.909184722,-87.670238449,30,NONE,"REPORTED, NOT EVIDENT",NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2021-12-06T19:22:00.000,PEDESTRIAN,1600,N,PAULINA ST,41.910685764,-87.670284248,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2021-12-02T07:30:00.000,BICYCLE,2507,W,ARMITAGE AVE,41.917441715,-87.690195495,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,DRIVEWAY ACCESS,PEDALCYCLIST
2021-11-30T09:11:00.000,PEDESTRIAN,1958,N,ALBANY AVE,41.917366169,-87.705428697,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,CROSSING - WITH SIGNAL,IN CROSSWALK,PEDESTRIAN
2021-11-30T09:00:00.000,BICYCLE,2119,W,NORTH AVE,41.910314258,-87.680759443,35,OTHER,NONINCAPACITATING INJURY,UNKNOWN,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2021-11-18T19:51:00.000,BICYCLE,2014,N,MILWAUKEE AVE,41.917946473,-87.689463907,20,UNKNOWN,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,BIKEWAY,PEDALCYCLIST
2021-11-17T15:30:00.000,PEDESTRIAN,1757,W,CHICAGO AVE,41.895884625,-87.672030694,30,OTHER,NO INDICATION OF INJURY,UNKNOWN,CROSSING - NO CONTROLS (NOT AT INTERSECTION),IN ROADWAY,PEDESTRIAN
2021-11-17T14:00:00.000,PEDESTRIAN,1400,W,ERIE ST,41.893524703,-87.662412421,25,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2021-11-15T18:24:00.000,BICYCLE,2433,N,MILWAUKEE AVE,41.925501416,-87.701354947,30,OTHER,"REPORTED, NOT EVIDENT",NOT OBSCURED,CROSSING - NO CONTROLS (NOT AT INTERSECTION),BIKE LANE,PEDALCYCLIST
2021-11-09T17:35:00.000,BICYCLE,1201,N,MILWAUKEE AVE,41.903474699,-87.666441178,30,UNKNOWN,NONINCAPACITATING INJURY,UNKNOWN,CROSSING - WITH SIGNAL,BIKEWAY,PEDALCYCLIST
2021-11-04T11:00:00.000,BICYCLE,2000,N,MILWAUKEE AVE,41.917496608,-87.688719608,30,NONE,NONINCAPACITATING INJURY,UNKNOWN,OTHER ACTION,BIKE LANE,PEDALCYCLIST
2021-11-03T09:55:00.000,PEDESTRIAN,2550,W,NORTH AVE,41.910379151,-87.691741526,30,NONE,NONINCAPACITATING INJURY,NOT OBSCURED,CROSSING - NO CONTROLS (AT INTERSECTION),IN CROSSWALK,PEDESTRIAN
2021-10-25T14:50:00.000,BICYCLE,2600,N,SACRAMENTO AVE,41.928744078,-87.702575302,30,NONE,NO INDICATION OF INJURY,NOT OBSCURED,WITH TRAFFIC,IN ROADWAY,PEDALCYCLIST
